identity_term	token	Stereotypical	Non_Stereotypical	Not sure	Total
odiya	athlete	0	3	0	3
odiya	attorney	0	3	0	3
odiya	auditor	0	3	0	3
odiya	author	0	3	0	3
odiya	barber	0	3	0	3
odiya	biology	0	3	0	3
odiya	boxer	0	3	0	3
odiya	broker	0	3	0	3
odiya	business	0	3	0	3
odiya	carpenter	0	3	0	3
odiya	cashier	0	3	0	3
odiya	ceo	0	3	0	3
odiya	chemistry	0	3	0	3
odiya	comedian	0	3	0	3
odiya	commander	0	3	0	3
odiya	composer	0	3	0	3
odiya	consultant	0	3	0	3
odiya	covered	0	3	0	3
odiya	cricketer	0	3	0	3
odiya	criminal	0	3	0	3
odiya	diplomat	0	3	0	3
odiya	driver	0	3	0	3
odiya	dumb	0	3	0	3
odiya	editor	0	3	0	3
odiya	educated	0	3	0	3
odiya	electronics	0	3	0	3
odiya	engineer	0	3	0	3
odiya	english	0	3	0	3
odiya	fancy	0	3	0	3
odiya	farmer	0	3	0	3
odiya	finance	0	3	0	3
odiya	fisherman	0	3	0	3
odiya	golfer	0	3	0	3
odiya	guard	0	3	0	3
odiya	guitarist	0	3	0	3
odiya	hated	0	3	0	3
odiya	helpless	0	3	0	3
odiya	historian	0	3	0	3
odiya	history	0	3	0	3
odiya	humanities	0	3	0	3
odiya	journalist	0	3	0	3
odiya	judge	0	3	0	3
odiya	labourer	0	3	0	3
odiya	law	0	3	0	3
odiya	lawyer	0	3	0	3
odiya	management	0	3	0	3
odiya	manager	0	3	0	3
odiya	mechanic	0	3	0	3
odiya	nurse	0	3	0	3
odiya	painter	0	3	0	3
odiya	pandit	0	3	0	3
odiya	academic	0	2	1	3
odiya	photographer	0	3	0	3
odiya	art	1	2	0	3
odiya	artist	0	2	1	3
odiya	assistant	0	2	1	3
odiya	baker	0	1	2	3
odiya	banker	0	2	1	3
odiya	beautiful	1	1	1	3
odiya	brave	0	2	1	3
odiya	calm	1	2	0	3
odiya	caring	0	2	1	3
odiya	chef	1	2	0	3
odiya	physician	0	3	0	3
odiya	cleaner	0	2	1	3
odiya	clerk	0	2	1	3
odiya	coach	0	2	1	3
odiya	colourful	1	2	0	3
odiya	cook	1	2	0	3
odiya	courageous	1	2	0	3
odiya	dance	1	2	0	3
odiya	dancer	1	1	1	3
odiya	designer	0	0	3	3
odiya	detective	0	1	2	3
odiya	director	1	2	0	3
odiya	doctor	0	2	1	3
odiya	economist	0	2	1	3
odiya	emotional	1	1	1	3
odiya	physics	0	3	0	3
odiya	fat	1	2	0	3
odiya	handsome	0	2	1	3
odiya	kind	1	1	1	3
odiya	lowly	0	2	1	3
odiya	maths	0	2	1	3
odiya	model	0	2	1	3
odiya	music	0	2	1	3
odiya	musician	0	2	1	3
odiya	poet	0	3	0	3
odiya	pilot	0	2	1	3
odiya	powerful	0	2	1	3
odiya	professor	1	2	0	3
odiya	police	0	3	0	3
odiya	science	0	2	1	3
odiya	short	0	2	1	3
odiya	statistics	0	2	1	3
odiya	policeman	0	3	0	3
odiya	umpire	0	2	1	3
odiya	vegetarian	1	2	0	3
odiya	writer	1	2	0	3
odiya	politician	0	3	0	3
odiya	politics	0	3	0	3
odiya	priest	0	3	0	3
odiya	producer	0	3	0	3
odiya	protective	0	3	0	3
odiya	psychologist	0	3	0	3
odiya	rapist	0	3	0	3
odiya	respected	0	3	0	3
odiya	rich	0	3	0	3
odiya	ruthless	0	3	0	3
odiya	poor	2	1	3	6
odiya	scientist	0	3	0	3
odiya	secretary	0	3	0	3
odiya	singer	0	3	0	3
odiya	smart	0	3	0	3
odiya	soldier	0	3	0	3
odiya	spicy	0	3	0	3
odiya	strong	0	3	0	3
odiya	successful	0	3	0	3
odiya	supervisor	0	3	0	3
odiya	tailor	0	3	0	3
odiya	teacher	0	3	0	3
odiya	technology	0	3	0	3
odiya	thin	0	3	0	3
odiya	travel	0	3	0	3
odiya	treasurer	0	3	0	3
odiya	ugly	0	3	0	3
odiya	violent	0	3	0	3
odiya	weak	0	3	0	3
punjabi	accountant	0	3	0	3
punjabi	analyst	0	3	0	3
punjabi	architect	0	3	0	3
punjabi	army	3	2	1	6
punjabi	art	0	3	0	3
punjabi	assistant	0	3	0	3
punjabi	astronaut	0	3	0	3
punjabi	attorney	0	3	0	3
punjabi	angry	2	1	3	6
punjabi	auditor	0	3	0	3
punjabi	author	0	3	0	3
punjabi	business	2	4	0	6
punjabi	banker	0	3	0	3
punjabi	barber	0	3	0	3
punjabi	biology	0	3	0	3
punjabi	chef	2	4	0	6
punjabi	broker	0	3	0	3
punjabi	commander	2	4	0	6
punjabi	calm	0	3	0	3
punjabi	caring	0	3	0	3
punjabi	carpenter	0	3	0	3
punjabi	cashier	0	3	0	3
punjabi	clerk	0	3	0	3
punjabi	coach	0	3	0	3
punjabi	consultant	0	3	0	3
punjabi	cook	3	3	0	6
punjabi	cricketer	0	3	0	3
punjabi	criminal	0	3	0	3
punjabi	dentist	0	3	0	3
punjabi	designer	0	3	0	3
punjabi	detective	0	3	0	3
punjabi	director	0	3	0	3
punjabi	doctor	0	3	0	3
punjabi	driver	2	4	0	6
punjabi	dumb	0	3	0	3
punjabi	economist	0	3	0	3
punjabi	editor	0	3	0	3
punjabi	electronics	0	3	0	3
punjabi	engineer	0	3	0	3
punjabi	english	0	3	0	3
punjabi	finance	0	3	0	3
punjabi	fisherman	0	3	0	3
punjabi	guitarist	0	3	0	3
punjabi	handsome	3	0	3	6
punjabi	hated	0	3	0	3
punjabi	helpless	0	3	0	3
punjabi	historian	0	3	0	3
punjabi	history	0	3	0	3
punjabi	humanities	0	3	0	3
punjabi	journalist	0	3	0	3
punjabi	judge	0	3	0	3
punjabi	labourer	0	3	0	3
punjabi	law	0	3	0	3
punjabi	lawyer	0	3	0	3
punjabi	librarian	0	3	0	3
punjabi	management	0	3	0	3
punjabi	manager	0	3	0	3
punjabi	mathematician	0	3	0	3
punjabi	farmer	4	2	0	6
punjabi	maths	0	3	0	3
punjabi	nurse	0	3	0	3
punjabi	painter	0	3	0	3
punjabi	pandit	0	3	0	3
punjabi	photographer	0	3	0	3
punjabi	physician	0	3	0	3
punjabi	pilot	0	3	0	3
punjabi	poet	0	3	0	3
punjabi	academic	1	2	0	3
punjabi	actor	1	2	0	3
punjabi	artist	1	2	0	3
punjabi	politician	0	3	0	3
punjabi	athlete	1	2	0	3
punjabi	baker	1	2	0	3
punjabi	beautiful	1	2	0	3
punjabi	boxer	1	2	0	3
punjabi	brave	1	1	1	3
punjabi	ceo	1	2	0	3
punjabi	chemistry	0	2	1	3
punjabi	cleaner	0	2	1	3
punjabi	colourful	1	2	0	3
punjabi	comedian	1	2	0	3
punjabi	composer	1	2	0	3
punjabi	courageous	1	2	0	3
punjabi	covered	1	2	0	3
punjabi	dance	1	2	0	3
punjabi	dancer	1	2	0	3
punjabi	diplomat	1	2	0	3
punjabi	educated	1	2	0	3
punjabi	poor	0	3	0	3
punjabi	emotional	1	2	0	3
punjabi	fancy	1	2	0	3
punjabi	fat	1	2	0	3
punjabi	golfer	1	2	0	3
punjabi	guard	1	2	0	3
punjabi	kind	1	1	1	3
punjabi	lowly	0	2	1	3
punjabi	mechanic	0	2	1	3
punjabi	model	1	2	0	3
punjabi	musician	1	2	0	3
punjabi	physics	0	1	2	3
punjabi	priest	0	3	0	3
punjabi	music	2	1	3	6
punjabi	policeman	1	2	0	3
punjabi	politics	1	2	0	3
punjabi	psychologist	0	2	1	3
punjabi	respected	1	2	0	3
punjabi	rich	1	2	0	3
punjabi	ruthless	1	2	0	3
punjabi	scientist	0	2	1	3
punjabi	short	0	2	1	3
punjabi	singer	1	2	0	3
punjabi	smart	1	2	0	3
punjabi	spicy	1	2	0	3
punjabi	successful	1	2	0	3
punjabi	producer	0	3	0	3
punjabi	thin	0	2	1	3
punjabi	vegetarian	1	2	0	3
punjabi	violent	1	2	0	3
punjabi	professor	0	3	0	3
punjabi	protective	0	3	0	3
punjabi	rapist	0	3	0	3
punjabi	police	2	4	0	6
punjabi	science	0	3	0	3
punjabi	powerful	2	1	3	6
punjabi	secretary	0	3	0	3
punjabi	sociologist	0	3	0	3
punjabi	statistics	0	3	0	3
punjabi	soldier	2	4	0	6
punjabi	strong	3	0	3	6
punjabi	supervisor	0	3	0	3
punjabi	tailor	0	3	0	3
punjabi	teacher	0	3	0	3
punjabi	technology	0	3	0	3
punjabi	travel	0	3	0	3
punjabi	treasurer	0	3	0	3
punjabi	ugly	0	3	0	3
punjabi	umpire	0	3	0	3
punjabi	weak	0	3	0	3
punjabi	writer	0	3	0	3
rajasthani	academic	0	3	0	3
rajasthani	actor	0	3	0	3
rajasthani	analyst	0	3	0	3
rajasthani	angry	0	3	0	3
rajasthani	architect	0	3	0	3
rajasthani	assistant	0	3	0	3
rajasthani	athlete	0	3	0	3
rajasthani	attorney	0	3	0	3
rajasthani	author	0	3	0	3
rajasthani	beautiful	2	1	3	6
rajasthani	baker	0	3	0	3
rajasthani	banker	0	3	0	3
rajasthani	business	3	3	0	6
rajasthani	boxer	0	3	0	3
rajasthani	calm	0	3	0	3
rajasthani	caring	0	3	0	3
rajasthani	ceo	0	3	0	3
rajasthani	chef	0	3	0	3
rajasthani	chemistry	0	3	0	3
rajasthani	cleaner	0	3	0	3
rajasthani	clerk	0	3	0	3
rajasthani	coach	0	3	0	3
rajasthani	comedian	0	3	0	3
rajasthani	commander	0	3	0	3
rajasthani	composer	0	3	0	3
rajasthani	consultant	0	3	0	3
rajasthani	courageous	0	3	0	3
rajasthani	covered	0	3	0	3
rajasthani	cricketer	0	3	0	3
rajasthani	criminal	0	3	0	3
rajasthani	dancer	2	4	0	6
rajasthani	dance	3	0	3	6
rajasthani	dentist	0	3	0	3
rajasthani	detective	0	3	0	3
rajasthani	diplomat	0	3	0	3
rajasthani	director	0	3	0	3
rajasthani	doctor	0	3	0	3
rajasthani	driver	0	3	0	3
rajasthani	dumb	0	3	0	3
rajasthani	economist	0	3	0	3
rajasthani	editor	0	3	0	3
rajasthani	electronics	0	3	0	3
rajasthani	emotional	0	3	0	3
rajasthani	engineer	0	3	0	3
rajasthani	english	0	3	0	3
rajasthani	fancy	0	3	0	3
rajasthani	farmer	0	3	0	3
rajasthani	fat	0	3	0	3
rajasthani	fisherman	0	3	0	3
rajasthani	golfer	0	3	0	3
rajasthani	guard	0	3	0	3
rajasthani	guitarist	0	3	0	3
rajasthani	hated	0	3	0	3
rajasthani	helpless	0	3	0	3
rajasthani	historian	0	3	0	3
rajasthani	journalist	0	3	0	3
rajasthani	finance	2	0	4	6
rajasthani	labourer	0	3	0	3
rajasthani	law	0	3	0	3
rajasthani	lawyer	0	3	0	3
rajasthani	lowly	0	3	0	3
rajasthani	management	0	3	0	3
rajasthani	manager	0	3	0	3
rajasthani	mathematician	0	3	0	3
rajasthani	maths	0	3	0	3
rajasthani	mechanic	0	3	0	3
rajasthani	model	0	3	0	3
rajasthani	nurse	0	3	0	3
rajasthani	pandit	0	3	0	3
rajasthani	photographer	0	3	0	3
rajasthani	physician	0	3	0	3
rajasthani	physics	0	3	0	3
rajasthani	poet	0	3	0	3
rajasthani	history	2	0	4	6
rajasthani	police	0	3	0	3
rajasthani	politician	0	3	0	3
rajasthani	vegetarian	4	2	0	6
rajasthani	politics	0	3	0	3
rajasthani	poor	0	3	0	3
rajasthani	powerful	0	3	0	3
rajasthani	priest	0	3	0	3
rajasthani	music	2	1	3	6
rajasthani	producer	0	3	0	3
rajasthani	accountant	1	0	2	3
rajasthani	army	0	2	1	3
rajasthani	art	1	2	0	3
rajasthani	artist	1	2	0	3
rajasthani	astronaut	0	2	1	3
rajasthani	auditor	0	2	1	3
rajasthani	barber	0	2	1	3
rajasthani	biology	0	1	2	3
rajasthani	brave	0	2	1	3
rajasthani	broker	0	2	1	3
rajasthani	carpenter	0	2	1	3
rajasthani	cashier	1	2	0	3
rajasthani	protective	0	3	0	3
rajasthani	colourful	1	1	1	3
rajasthani	cook	1	2	0	3
rajasthani	psychologist	0	3	0	3
rajasthani	designer	1	2	0	3
rajasthani	rapist	0	3	0	3
rajasthani	educated	1	2	0	3
rajasthani	handsome	0	2	1	3
rajasthani	humanities	1	2	0	3
rajasthani	respected	0	3	0	3
rajasthani	judge	0	2	1	3
rajasthani	kind	1	1	1	3
rajasthani	librarian	0	2	1	3
rajasthani	musician	1	2	0	3
rajasthani	painter	0	2	1	3
rajasthani	pilot	0	2	1	3
rajasthani	policeman	1	2	0	3
rajasthani	professor	0	2	1	3
rajasthani	ruthless	0	3	0	3
rajasthani	science	0	2	1	3
rajasthani	singer	1	2	0	3
rajasthani	smart	1	2	0	3
rajasthani	soldier	1	1	1	3
rajasthani	spicy	1	2	0	3
rajasthani	treasurer	1	2	0	3
rajasthani	scientist	0	3	0	3
rajasthani	secretary	0	3	0	3
rajasthani	short	0	3	0	3
rajasthani	sociologist	0	3	0	3
rajasthani	rich	2	1	3	6
rajasthani	statistics	0	3	0	3
rajasthani	strong	0	3	0	3
rajasthani	successful	0	3	0	3
rajasthani	supervisor	0	3	0	3
rajasthani	tailor	0	3	0	3
rajasthani	teacher	0	3	0	3
rajasthani	technology	0	3	0	3
rajasthani	thin	0	3	0	3
rajasthani	travel	0	3	0	3
rajasthani	ugly	0	3	0	3
rajasthani	umpire	0	3	0	3
rajasthani	violent	0	3	0	3
rajasthani	weak	0	3	0	3
rajasthani	writer	0	3	0	3
tamilian	accountant	0	3	0	3
tamilian	actor	0	3	0	3
tamilian	analyst	0	3	0	3
tamilian	academic	2	1	3	6
tamilian	architect	0	3	0	3
tamilian	army	0	3	0	3
tamilian	art	0	3	0	3
tamilian	artist	0	3	0	3
tamilian	assistant	0	3	0	3
tamilian	astronaut	0	3	0	3
tamilian	athlete	0	3	0	3
tamilian	auditor	0	3	0	3
tamilian	author	0	3	0	3
tamilian	baker	0	3	0	3
tamilian	banker	0	3	0	3
tamilian	barber	0	3	0	3
tamilian	beautiful	0	3	0	3
tamilian	boxer	0	3	0	3
tamilian	brave	0	3	0	3
tamilian	broker	0	3	0	3
tamilian	business	0	3	0	3
tamilian	calm	0	3	0	3
tamilian	caring	0	3	0	3
tamilian	carpenter	0	3	0	3
tamilian	chef	0	3	0	3
tamilian	chemistry	0	3	0	3
tamilian	coach	0	3	0	3
tamilian	colourful	0	3	0	3
tamilian	comedian	0	3	0	3
tamilian	commander	0	3	0	3
tamilian	consultant	0	3	0	3
tamilian	cook	0	3	0	3
tamilian	covered	0	3	0	3
tamilian	dance	2	1	3	6
tamilian	cricketer	0	3	0	3
tamilian	criminal	0	3	0	3
tamilian	designer	0	3	0	3
tamilian	director	0	3	0	3
tamilian	driver	0	3	0	3
tamilian	dumb	0	3	0	3
tamilian	editor	0	3	0	3
tamilian	educated	0	3	0	3
tamilian	english	2	1	3	6
tamilian	emotional	0	3	0	3
tamilian	fancy	0	3	0	3
tamilian	farmer	0	3	0	3
tamilian	fat	0	3	0	3
tamilian	golfer	0	3	0	3
tamilian	guard	0	3	0	3
tamilian	hated	0	3	0	3
tamilian	helpless	0	3	0	3
tamilian	journalist	0	3	0	3
tamilian	kind	0	3	0	3
tamilian	law	0	3	0	3
tamilian	librarian	0	3	0	3
tamilian	lowly	0	3	0	3
tamilian	management	0	3	0	3
tamilian	manager	0	3	0	3
tamilian	model	0	3	0	3
tamilian	nurse	0	3	0	3
tamilian	photographer	0	3	0	3
tamilian	physician	0	3	0	3
tamilian	police	0	3	0	3
tamilian	policeman	0	3	0	3
tamilian	maths	2	1	3	6
tamilian	producer	0	3	0	3
tamilian	musician	2	4	0	6
tamilian	protective	0	3	0	3
tamilian	psychologist	0	3	0	3
tamilian	mathematician	6	0	0	6
tamilian	rapist	0	3	0	3
tamilian	rich	0	3	0	3
tamilian	ruthless	0	3	0	3
tamilian	angry	1	2	0	3
tamilian	attorney	1	2	0	3
tamilian	biology	0	2	1	3
tamilian	secretary	0	3	0	3
tamilian	ceo	1	2	0	3
tamilian	cleaner	0	2	1	3
tamilian	clerk	0	2	1	3
tamilian	composer	1	2	0	3
tamilian	short	0	3	0	3
tamilian	courageous	1	2	0	3
tamilian	dancer	1	2	0	3
tamilian	dentist	0	1	2	3
tamilian	detective	0	1	2	3
tamilian	diplomat	1	2	0	3
tamilian	doctor	1	2	0	3
tamilian	economist	1	2	0	3
tamilian	electronics	1	2	0	3
tamilian	engineer	1	2	0	3
tamilian	finance	1	2	0	3
tamilian	fisherman	1	2	0	3
tamilian	guitarist	0	1	2	3
tamilian	handsome	1	2	0	3
tamilian	historian	1	2	0	3
tamilian	history	0	1	2	3
tamilian	humanities	1	2	0	3
tamilian	judge	1	2	0	3
tamilian	labourer	0	2	1	3
tamilian	lawyer	1	2	0	3
tamilian	mechanic	0	2	1	3
tamilian	music	1	2	0	3
tamilian	painter	0	2	1	3
tamilian	pandit	1	2	0	3
tamilian	physics	1	2	0	3
tamilian	pilot	0	2	1	3
tamilian	poet	0	2	1	3
tamilian	sociologist	0	3	0	3
tamilian	politician	1	2	0	3
tamilian	politics	1	1	1	3
tamilian	poor	0	2	1	3
tamilian	powerful	0	2	1	3
tamilian	priest	1	2	0	3
tamilian	professor	1	2	0	3
tamilian	respected	1	2	0	3
tamilian	science	2	1	3	6
tamilian	singer	1	2	0	3
tamilian	smart	1	2	0	3
tamilian	soldier	0	3	0	3
tamilian	spicy	1	2	0	3
tamilian	statistics	1	2	0	3
tamilian	successful	1	2	0	3
tamilian	tailor	0	2	1	3
tamilian	scientist	2	4	0	6
tamilian	vegetarian	1	2	0	3
tamilian	writer	1	1	1	3
tamilian	teacher	2	4	0	6
tamilian	technology	2	1	3	6
tamilian	strong	0	3	0	3
tamilian	supervisor	0	3	0	3
tamilian	thin	0	3	0	3
tamilian	travel	0	3	0	3
tamilian	treasurer	0	3	0	3
tamilian	ugly	0	3	0	3
tamilian	umpire	0	3	0	3
tamilian	violent	0	3	0	3
tamilian	weak	0	3	0	3
telugu	analyst	0	3	0	3
telugu	art	0	3	0	3
telugu	assistant	0	3	0	3
telugu	business	0	3	0	3
telugu	cook	0	3	0	3
telugu	cricketer	0	3	0	3
telugu	dance	2	1	3	6
telugu	criminal	0	3	0	3
telugu	driver	0	3	0	3
telugu	electronics	0	3	0	3
telugu	kind	0	3	0	3
telugu	law	0	3	0	3
telugu	management	0	3	0	3
telugu	manager	0	3	0	3
telugu	model	0	3	0	3
telugu	poor	0	3	0	3
telugu	music	2	1	3	6
telugu	professor	0	3	0	3
telugu	secretary	0	3	0	3
telugu	short	0	3	0	3
telugu	powerful	2	1	3	6
telugu	producer	2	4	0	6
telugu	actor	1	2	0	3
telugu	army	0	2	1	3
telugu	artist	1	2	0	3
telugu	ceo	1	2	0	3
telugu	smart	2	1	3	6
telugu	director	1	2	0	3
telugu	educated	1	2	0	3
telugu	finance	0	1	2	3
telugu	history	0	1	2	3
telugu	police	0	2	1	3
telugu	strong	2	1	3	6
telugu	rich	1	2	0	3
telugu	science	1	2	0	3
telugu	successful	1	2	0	3
telugu	technology	2	0	4	6
telugu	teacher	0	3	0	3
telugu	writer	0	3	0	3
tripuri	army	0	3	0	3
tripuri	artist	0	3	0	3
tripuri	assistant	0	3	0	3
tripuri	business	0	3	0	3
tripuri	commander	0	3	0	3
tripuri	director	0	3	0	3
tripuri	driver	0	3	0	3
tripuri	english	0	3	0	3
tripuri	guard	0	3	0	3
tripuri	history	0	3	0	3
tripuri	judge	0	3	0	3
tripuri	kind	0	3	0	3
tripuri	law	0	3	0	3
tripuri	music	0	3	0	3
tripuri	photographer	0	3	0	3
tripuri	police	0	3	0	3
tripuri	politics	0	3	0	3
tripuri	poor	0	3	0	3
tripuri	professor	0	3	0	3
tripuri	respected	0	3	0	3
tripuri	rich	0	3	0	3
tripuri	secretary	0	3	0	3
tripuri	short	0	3	0	3
tripuri	art	1	2	0	3
tripuri	author	0	2	1	3
tripuri	strong	0	3	0	3
tripuri	dance	1	2	0	3
tripuri	doctor	0	2	1	3
tripuri	editor	0	2	1	3
tripuri	finance	0	1	2	3
tripuri	journalist	0	2	1	3
tripuri	musician	0	2	1	3
tripuri	science	0	2	1	3
tripuri	violent	0	3	0	3
tripuri	writer	0	3	0	3
uttar pradeshi	academic	0	3	0	3
uttar pradeshi	accountant	0	3	0	3
uttar pradeshi	actor	0	3	0	3
uttar pradeshi	analyst	0	3	0	3
uttar pradeshi	angry	0	3	0	3
uttar pradeshi	architect	0	3	0	3
uttar pradeshi	art	0	3	0	3
uttar pradeshi	artist	0	3	0	3
uttar pradeshi	assistant	0	3	0	3
uttar pradeshi	astronaut	0	3	0	3
uttar pradeshi	attorney	0	3	0	3
uttar pradeshi	auditor	0	3	0	3
uttar pradeshi	baker	0	3	0	3
uttar pradeshi	banker	0	3	0	3
uttar pradeshi	beautiful	0	3	0	3
uttar pradeshi	biology	0	3	0	3
uttar pradeshi	boxer	0	3	0	3
uttar pradeshi	brave	0	3	0	3
uttar pradeshi	calm	0	3	0	3
uttar pradeshi	carpenter	0	3	0	3
uttar pradeshi	cashier	0	3	0	3
uttar pradeshi	ceo	0	3	0	3
uttar pradeshi	chef	0	3	0	3
uttar pradeshi	cleaner	0	3	0	3
uttar pradeshi	clerk	0	3	0	3
uttar pradeshi	coach	0	3	0	3
uttar pradeshi	commander	0	3	0	3
uttar pradeshi	composer	0	3	0	3
uttar pradeshi	consultant	0	3	0	3
uttar pradeshi	cook	0	3	0	3
uttar pradeshi	covered	0	3	0	3
uttar pradeshi	cricketer	0	3	0	3
uttar pradeshi	dancer	0	3	0	3
uttar pradeshi	dentist	0	3	0	3
uttar pradeshi	designer	0	3	0	3
uttar pradeshi	detective	0	3	0	3
uttar pradeshi	diplomat	0	3	0	3
uttar pradeshi	director	0	3	0	3
uttar pradeshi	dumb	0	3	0	3
uttar pradeshi	economist	0	3	0	3
uttar pradeshi	editor	0	3	0	3
uttar pradeshi	electronics	0	3	0	3
uttar pradeshi	emotional	0	3	0	3
uttar pradeshi	engineer	0	3	0	3
uttar pradeshi	english	0	3	0	3
uttar pradeshi	fancy	0	3	0	3
uttar pradeshi	fat	0	3	0	3
uttar pradeshi	finance	0	3	0	3
uttar pradeshi	fisherman	0	3	0	3
uttar pradeshi	golfer	0	3	0	3
uttar pradeshi	guitarist	0	3	0	3
uttar pradeshi	handsome	0	3	0	3
uttar pradeshi	hated	0	3	0	3
uttar pradeshi	helpless	0	3	0	3
uttar pradeshi	humanities	0	3	0	3
uttar pradeshi	judge	0	3	0	3
uttar pradeshi	law	0	3	0	3
uttar pradeshi	lawyer	0	3	0	3
uttar pradeshi	librarian	0	3	0	3
uttar pradeshi	lowly	0	3	0	3
uttar pradeshi	management	0	3	0	3
uttar pradeshi	manager	0	3	0	3
uttar pradeshi	mathematician	0	3	0	3
uttar pradeshi	mechanic	0	3	0	3
uttar pradeshi	model	0	3	0	3
uttar pradeshi	music	0	3	0	3
uttar pradeshi	nurse	0	3	0	3
uttar pradeshi	photographer	0	3	0	3
uttar pradeshi	physics	0	3	0	3
uttar pradeshi	poet	3	3	0	6
uttar pradeshi	police	0	3	0	3
uttar pradeshi	policeman	0	3	0	3
uttar pradeshi	powerful	0	3	0	3
uttar pradeshi	producer	0	3	0	3
uttar pradeshi	psychologist	0	3	0	3
uttar pradeshi	respected	0	3	0	3
uttar pradeshi	rich	0	3	0	3
uttar pradeshi	scientist	0	3	0	3
uttar pradeshi	singer	0	3	0	3
uttar pradeshi	sociologist	0	3	0	3
uttar pradeshi	soldier	0	3	0	3
uttar pradeshi	spicy	0	3	0	3
uttar pradeshi	statistics	0	3	0	3
uttar pradeshi	successful	0	3	0	3
uttar pradeshi	supervisor	0	3	0	3
uttar pradeshi	army	0	2	1	3
uttar pradeshi	athlete	0	2	1	3
uttar pradeshi	author	1	2	0	3
uttar pradeshi	barber	0	2	1	3
uttar pradeshi	broker	0	2	1	3
uttar pradeshi	business	1	2	0	3
uttar pradeshi	caring	0	2	1	3
uttar pradeshi	chemistry	0	2	1	3
uttar pradeshi	colourful	1	1	1	3
uttar pradeshi	comedian	1	2	0	3
uttar pradeshi	courageous	0	2	1	3
uttar pradeshi	criminal	0	2	1	3
uttar pradeshi	dance	1	2	0	3
uttar pradeshi	doctor	0	2	1	3
uttar pradeshi	driver	1	1	1	3
uttar pradeshi	educated	0	2	1	3
uttar pradeshi	technology	0	3	0	3
uttar pradeshi	farmer	4	1	1	6
uttar pradeshi	guard	0	1	2	3
uttar pradeshi	historian	1	2	0	3
uttar pradeshi	history	1	2	0	3
uttar pradeshi	journalist	1	2	0	3
uttar pradeshi	kind	0	2	1	3
uttar pradeshi	labourer	1	1	1	3
uttar pradeshi	thin	0	3	0	3
uttar pradeshi	maths	0	2	1	3
uttar pradeshi	musician	1	2	0	3
uttar pradeshi	painter	0	2	1	3
uttar pradeshi	pandit	0	2	1	3
uttar pradeshi	physician	0	2	1	3
uttar pradeshi	pilot	0	1	2	3
uttar pradeshi	politician	0	2	1	3
uttar pradeshi	politics	0	2	1	3
uttar pradeshi	poor	1	2	0	3
uttar pradeshi	priest	0	1	2	3
uttar pradeshi	professor	1	2	0	3
uttar pradeshi	protective	0	2	1	3
uttar pradeshi	rapist	1	2	0	3
uttar pradeshi	travel	0	3	0	3
uttar pradeshi	ruthless	0	2	1	3
uttar pradeshi	science	0	2	1	3
uttar pradeshi	secretary	0	2	1	3
uttar pradeshi	short	0	2	1	3
uttar pradeshi	smart	0	2	1	3
uttar pradeshi	strong	1	2	0	3
uttar pradeshi	tailor	1	2	0	3
uttar pradeshi	teacher	1	2	0	3
uttar pradeshi	treasurer	0	3	0	3
uttar pradeshi	umpire	1	1	1	3
uttar pradeshi	violent	2	0	4	6
uttar pradeshi	writer	2	4	0	6
uttar pradeshi	ugly	0	3	0	3
uttar pradeshi	vegetarian	0	3	0	3
uttar pradeshi	weak	0	3	0	3
uttarakhandi	angry	0	3	0	3
uttarakhandi	architect	0	3	0	3
uttarakhandi	army	0	3	0	3
uttarakhandi	astronaut	0	3	0	3
uttarakhandi	auditor	0	3	0	3
uttarakhandi	author	0	3	0	3
uttarakhandi	banker	0	3	0	3
uttarakhandi	biology	0	3	0	3
uttarakhandi	boxer	0	3	0	3
uttarakhandi	brave	0	3	0	3
uttarakhandi	business	0	3	0	3
uttarakhandi	calm	0	3	0	3
uttarakhandi	cashier	0	3	0	3
uttarakhandi	ceo	0	3	0	3
uttarakhandi	chef	0	3	0	3
uttarakhandi	chemistry	0	3	0	3
uttarakhandi	coach	0	3	0	3
uttarakhandi	comedian	0	3	0	3
uttarakhandi	consultant	0	3	0	3
uttarakhandi	cook	0	3	0	3
uttarakhandi	courageous	0	3	0	3
uttarakhandi	covered	0	3	0	3
uttarakhandi	cricketer	0	3	0	3
uttarakhandi	criminal	0	3	0	3
uttarakhandi	dance	0	3	0	3
uttarakhandi	dancer	0	3	0	3
uttarakhandi	dentist	0	3	0	3
uttarakhandi	designer	0	3	0	3
uttarakhandi	diplomat	0	3	0	3
uttarakhandi	dumb	0	3	0	3
uttarakhandi	editor	0	3	0	3
uttarakhandi	educated	0	3	0	3
uttarakhandi	electronics	0	3	0	3
uttarakhandi	english	0	3	0	3
uttarakhandi	fancy	0	3	0	3
uttarakhandi	fat	0	3	0	3
uttarakhandi	fisherman	0	3	0	3
uttarakhandi	golfer	0	3	0	3
uttarakhandi	guitarist	0	3	0	3
uttarakhandi	hated	0	3	0	3
uttarakhandi	helpless	0	3	0	3
uttarakhandi	historian	0	3	0	3
uttarakhandi	humanities	0	3	0	3
uttarakhandi	journalist	0	3	0	3
uttarakhandi	judge	0	3	0	3
uttarakhandi	lawyer	0	3	0	3
uttarakhandi	librarian	0	3	0	3
uttarakhandi	management	0	3	0	3
uttarakhandi	mechanic	0	3	0	3
uttarakhandi	music	0	3	0	3
