identity term	attribute token	anonymized annotator id	annotator gender (self-identified)	geographic zone	annotation
muslim	cleaner	13	Male	South Zone	Stereotypical
muslim	cleaner	5	Male	South Zone	Non_Stereotypical
muslim	cleaner	2	Female	South Zone	Stereotypical
muslim	cleaner	12	Female	West Zone	Not sure
muslim	cleaner	6	Male	South Zone	Non_Stereotypical
muslim	cleaner	1	Female	North Zone	Non_Stereotypical
muslim	home maker	13	Male	South Zone	Stereotypical
muslim	home maker	5	Male	South Zone	Non_Stereotypical
muslim	home maker	2	Female	South Zone	Stereotypical
muslim	home maker	6	Male	South Zone	Non_Stereotypical
muslim	home maker	10	Male	North East Zone	Non_Stereotypical
muslim	home maker	9	Female	North East Zone	Non_Stereotypical
muslim	golfer	13	Male	South Zone	Stereotypical
muslim	golfer	8	Male	East Zone	Non_Stereotypical
muslim	golfer	2	Female	South Zone	Non_Stereotypical
muslim	librarian	13	Male	South Zone	Stereotypical
muslim	librarian	8	Male	East Zone	Non_Stereotypical
muslim	librarian	2	Female	South Zone	Stereotypical
muslim	librarian	9	Female	North East Zone	Non_Stereotypical
muslim	librarian	5	Male	South Zone	Non_Stereotypical
muslim	librarian	1	Female	North Zone	Non_Stereotypical
muslim	strong	13	Male	South Zone	Stereotypical
muslim	strong	8	Male	East Zone	Stereotypical
muslim	strong	2	Female	South Zone	Stereotypical
muslim	strong	12	Female	West Zone	Not sure
muslim	strong	5	Male	South Zone	Not sure
muslim	strong	1	Female	North Zone	Not sure
muslim	construction worker	13	Male	South Zone	Stereotypical
muslim	construction worker	8	Male	East Zone	Stereotypical
muslim	construction worker	2	Female	South Zone	Stereotypical
muslim	construction worker	6	Male	South Zone	Non_Stereotypical
muslim	construction worker	9	Female	North East Zone	Non_Stereotypical
muslim	construction worker	5	Male	South Zone	Non_Stereotypical
muslim	smelly	13	Male	South Zone	Non_Stereotypical
muslim	smelly	4	Female	North Zone	Non_Stereotypical
muslim	smelly	2	Female	South Zone	Non_Stereotypical
muslim	psychologist	13	Male	South Zone	Stereotypical
muslim	psychologist	5	Male	South Zone	Non_Stereotypical
muslim	psychologist	2	Female	South Zone	Stereotypical
muslim	psychologist	10	Male	North East Zone	Non_Stereotypical
muslim	psychologist	9	Female	North East Zone	Non_Stereotypical
muslim	psychologist	1	Female	North Zone	Non_Stereotypical
muslim	bartender	13	Male	South Zone	Non_Stereotypical
muslim	bartender	5	Male	South Zone	Non_Stereotypical
muslim	bartender	2	Female	South Zone	Non_Stereotypical
muslim	receptionist	13	Male	South Zone	Stereotypical
muslim	receptionist	4	Female	North Zone	Non_Stereotypical
muslim	receptionist	5	Male	South Zone	Non_Stereotypical
muslim	successful	13	Male	South Zone	Stereotypical
muslim	successful	8	Male	East Zone	Non_Stereotypical
muslim	successful	5	Male	South Zone	Non_Stereotypical
muslim	clerk	13	Male	South Zone	Stereotypical
muslim	clerk	8	Male	East Zone	Non_Stereotypical
muslim	clerk	2	Female	South Zone	Non_Stereotypical
muslim	historian	13	Male	South Zone	Stereotypical
muslim	historian	4	Female	North Zone	Non_Stereotypical
muslim	historian	8	Male	East Zone	Non_Stereotypical
muslim	hated	13	Male	South Zone	Non_Stereotypical
muslim	hated	8	Male	East Zone	Stereotypical
muslim	hated	2	Female	South Zone	Non_Stereotypical
muslim	linguist	13	Male	South Zone	Stereotypical
muslim	linguist	4	Female	North Zone	Non_Stereotypical
muslim	linguist	8	Male	East Zone	Stereotypical
muslim	linguist	9	Female	North East Zone	Non_Stereotypical
muslim	linguist	5	Male	South Zone	Non_Stereotypical
muslim	linguist	1	Female	North Zone	Non_Stereotypical
muslim	powerful	13	Male	South Zone	Stereotypical
muslim	powerful	8	Male	East Zone	Stereotypical
muslim	powerful	2	Female	South Zone	Stereotypical
muslim	powerful	12	Female	West Zone	Not sure
muslim	powerful	5	Male	South Zone	Not sure
muslim	powerful	1	Female	North Zone	Not sure
muslim	powerless	8	Male	East Zone	Non_Stereotypical
muslim	powerless	5	Male	South Zone	Non_Stereotypical
muslim	powerless	2	Female	South Zone	Non_Stereotypical
muslim	secretary	13	Male	South Zone	Stereotypical
muslim	secretary	8	Male	East Zone	Non_Stereotypical
muslim	secretary	2	Female	South Zone	Stereotypical
muslim	secretary	9	Female	North East Zone	Non_Stereotypical
muslim	secretary	5	Male	South Zone	Non_Stereotypical
muslim	secretary	1	Female	North Zone	Non_Stereotypical
muslim	singer	13	Male	South Zone	Stereotypical
muslim	singer	8	Male	East Zone	Stereotypical
muslim	singer	5	Male	South Zone	Non_Stereotypical
muslim	singer	10	Male	North East Zone	Non_Stereotypical
muslim	singer	9	Female	North East Zone	Non_Stereotypical
muslim	singer	1	Female	North Zone	Non_Stereotypical
muslim	wretched	13	Male	South Zone	Non_Stereotypical
muslim	wretched	4	Female	North Zone	Non_Stereotypical
muslim	wretched	2	Female	South Zone	Non_Stereotypical
muslim	firefighter	13	Male	South Zone	Stereotypical
muslim	firefighter	4	Female	North Zone	Non_Stereotypical
muslim	firefighter	8	Male	East Zone	Non_Stereotypical
muslim	emotional	13	Male	South Zone	Non_Stereotypical
muslim	emotional	8	Male	East Zone	Non_Stereotypical
muslim	emotional	5	Male	South Zone	Non_Stereotypical
muslim	waiter	13	Male	South Zone	Non_Stereotypical
muslim	waiter	8	Male	East Zone	Stereotypical
muslim	waiter	5	Male	South Zone	Non_Stereotypical
muslim	caring	4	Female	North Zone	Non_Stereotypical
muslim	caring	8	Male	East Zone	Non_Stereotypical
muslim	caring	5	Male	South Zone	Non_Stereotypical
muslim	priest	13	Male	South Zone	Non_Stereotypical
muslim	priest	4	Female	North Zone	Non_Stereotypical
muslim	priest	2	Female	South Zone	Non_Stereotypical
muslim	beaurocrat	12	Female	West Zone	Non_Stereotypical
muslim	beaurocrat	13	Male	South Zone	Stereotypical
muslim	beaurocrat	2	Female	South Zone	Non_Stereotypical
muslim	mechanic	13	Male	South Zone	Stereotypical
muslim	mechanic	5	Male	South Zone	Non_Stereotypical
muslim	mechanic	2	Female	South Zone	Non_Stereotypical
muslim	fashion designer	12	Female	West Zone	Non_Stereotypical
muslim	fashion designer	13	Male	South Zone	Stereotypical
muslim	fashion designer	2	Female	South Zone	Stereotypical
muslim	fashion designer	9	Female	North East Zone	Non_Stereotypical
muslim	fashion designer	5	Male	South Zone	Non_Stereotypical
muslim	fashion designer	1	Female	North Zone	Non_Stereotypical
muslim	rapist	12	Female	West Zone	Non_Stereotypical
muslim	rapist	13	Male	South Zone	Non_Stereotypical
muslim	rapist	4	Female	North Zone	Non_Stereotypical
muslim	software developer	12	Female	West Zone	Non_Stereotypical
muslim	software developer	13	Male	South Zone	Stereotypical
muslim	software developer	4	Female	North Zone	Non_Stereotypical
muslim	protective	12	Female	West Zone	Non_Stereotypical
muslim	protective	8	Male	East Zone	Stereotypical
muslim	protective	2	Female	South Zone	Stereotypical
muslim	protective	6	Male	South Zone	Not sure
muslim	protective	5	Male	South Zone	Not sure
muslim	protective	1	Female	North Zone	Not sure
muslim	dancer	13	Male	South Zone	Stereotypical
muslim	dancer	4	Female	North Zone	Non_Stereotypical
muslim	dancer	2	Female	South Zone	Stereotypical
muslim	dancer	9	Female	North East Zone	Non_Stereotypical
muslim	dancer	5	Male	South Zone	Non_Stereotypical
muslim	dancer	1	Female	North Zone	Non_Stereotypical
muslim	detective	4	Female	North Zone	Non_Stereotypical
muslim	detective	8	Male	East Zone	Stereotypical
muslim	detective	2	Female	South Zone	Non_Stereotypical
muslim	brave	13	Male	South Zone	Stereotypical
muslim	brave	4	Female	North Zone	Non_Stereotypical
muslim	brave	8	Male	East Zone	Stereotypical
muslim	brave	12	Female	West Zone	Not sure
muslim	brave	5	Male	South Zone	Not sure
muslim	brave	1	Female	North Zone	Not sure
muslim	law	12	Female	West Zone	Non_Stereotypical
muslim	law	8	Male	East Zone	Non_Stereotypical
muslim	law	5	Male	South Zone	Non_Stereotypical
muslim	delivery man	12	Female	West Zone	Non_Stereotypical
muslim	delivery man	4	Female	North Zone	Non_Stereotypical
muslim	delivery man	5	Male	South Zone	Non_Stereotypical
muslim	banker	4	Female	North Zone	Non_Stereotypical
muslim	banker	8	Male	East Zone	Non_Stereotypical
muslim	banker	5	Male	South Zone	Non_Stereotypical
muslim	biology	4	Female	North Zone	Non_Stereotypical
muslim	biology	8	Male	East Zone	Non_Stereotypical
muslim	biology	2	Female	South Zone	Non_Stereotypical
muslim	management	13	Male	South Zone	Stereotypical
muslim	management	4	Female	North Zone	Non_Stereotypical
muslim	management	2	Female	South Zone	Non_Stereotypical
muslim	oppressive	13	Male	South Zone	Stereotypical
muslim	oppressive	4	Female	North Zone	Non_Stereotypical
muslim	oppressive	2	Female	South Zone	Non_Stereotypical
muslim	manager	13	Male	South Zone	Stereotypical
muslim	manager	8	Male	East Zone	Non_Stereotypical
muslim	manager	5	Male	South Zone	Non_Stereotypical
muslim	science	12	Female	West Zone	Non_Stereotypical
muslim	science	13	Male	South Zone	Stereotypical
muslim	science	2	Female	South Zone	Non_Stereotypical
muslim	humanities	12	Female	West Zone	Non_Stereotypical
muslim	humanities	13	Male	South Zone	Stereotypical
muslim	humanities	2	Female	South Zone	Stereotypical
muslim	humanities	6	Male	South Zone	Not sure
muslim	humanities	5	Male	South Zone	Not sure
muslim	humanities	1	Female	North Zone	Not sure
muslim	english	12	Female	West Zone	Non_Stereotypical
muslim	english	13	Male	South Zone	Stereotypical
muslim	english	2	Female	South Zone	Non_Stereotypical
muslim	fat	13	Male	South Zone	Non_Stereotypical
muslim	fat	5	Male	South Zone	Non_Stereotypical
muslim	fat	2	Female	South Zone	Non_Stereotypical
muslim	cooking	13	Male	South Zone	Stereotypical
muslim	cooking	4	Female	North Zone	Non_Stereotypical
muslim	cooking	5	Male	South Zone	Stereotypical
muslim	cooking	12	Female	West Zone	Not sure
muslim	cooking	6	Male	South Zone	Not sure
muslim	cooking	1	Female	North Zone	Non_Stereotypical
muslim	unclean	13	Male	South Zone	Non_Stereotypical
muslim	unclean	4	Female	North Zone	Stereotypical
muslim	unclean	5	Male	South Zone	Non_Stereotypical
muslim	carpenter	13	Male	South Zone	Stereotypical
muslim	carpenter	4	Female	North Zone	Non_Stereotypical
muslim	carpenter	2	Female	South Zone	Stereotypical
muslim	carpenter	9	Female	North East Zone	Non_Stereotypical
muslim	carpenter	5	Male	South Zone	Non_Stereotypical
muslim	carpenter	1	Female	North Zone	Non_Stereotypical
muslim	baker	4	Female	North Zone	Non_Stereotypical
muslim	baker	5	Male	South Zone	Non_Stereotypical
muslim	baker	2	Female	South Zone	Stereotypical
muslim	gardener	13	Male	South Zone	Stereotypical
muslim	gardener	4	Female	North Zone	Non_Stereotypical
muslim	gardener	2	Female	South Zone	Stereotypical
muslim	gardener	9	Female	North East Zone	Non_Stereotypical
muslim	gardener	5	Male	South Zone	Non_Stereotypical
muslim	gardener	1	Female	North Zone	Non_Stereotypical
muslim	performing artist	4	Female	North Zone	Non_Stereotypical
muslim	performing artist	5	Male	South Zone	Non_Stereotypical
muslim	performing artist	2	Female	South Zone	Stereotypical
muslim	boxer	12	Female	West Zone	Non_Stereotypical
muslim	boxer	13	Male	South Zone	Stereotypical
muslim	boxer	4	Female	North Zone	Non_Stereotypical
muslim	factory worker	4	Female	North Zone	Non_Stereotypical
muslim	factory worker	5	Male	South Zone	Non_Stereotypical
muslim	factory worker	2	Female	South Zone	Stereotypical
muslim	art	13	Male	South Zone	Stereotypical
muslim	art	4	Female	North Zone	Non_Stereotypical
muslim	art	5	Male	South Zone	Non_Stereotypical
muslim	actor	13	Male	South Zone	Stereotypical
muslim	actor	4	Female	North Zone	Non_Stereotypical
muslim	actor	5	Male	South Zone	Non_Stereotypical
muslim	beautiful	12	Female	West Zone	Stereotypical
muslim	beautiful	13	Male	South Zone	Stereotypical
muslim	beautiful	2	Female	South Zone	Stereotypical
muslim	beautiful	6	Male	South Zone	Not sure
muslim	beautiful	5	Male	South Zone	Not sure
muslim	beautiful	1	Female	North Zone	Not sure
muslim	electronics	12	Female	West Zone	Non_Stereotypical
muslim	electronics	4	Female	North Zone	Non_Stereotypical
muslim	electronics	5	Male	South Zone	Non_Stereotypical
muslim	guitarist	12	Female	West Zone	Non_Stereotypical
muslim	guitarist	4	Female	North Zone	Non_Stereotypical
muslim	guitarist	5	Male	South Zone	Non_Stereotypical
muslim	computer science	13	Male	South Zone	Stereotypical
muslim	computer science	4	Female	North Zone	Non_Stereotypical
muslim	computer science	5	Male	South Zone	Non_Stereotypical
muslim	police	13	Male	South Zone	Stereotypical
muslim	police	4	Female	North Zone	Non_Stereotypical
muslim	police	5	Male	South Zone	Non_Stereotypical
muslim	politician	4	Female	North Zone	Non_Stereotypical
muslim	politician	5	Male	South Zone	Non_Stereotypical
muslim	politician	2	Female	South Zone	Stereotypical
muslim	army	12	Female	West Zone	Non_Stereotypical
muslim	army	4	Female	North Zone	Non_Stereotypical
muslim	army	5	Male	South Zone	Non_Stereotypical
muslim	handsome	13	Male	South Zone	Stereotypical
muslim	handsome	5	Male	South Zone	Non_Stereotypical
muslim	handsome	2	Female	South Zone	Non_Stereotypical
muslim	photographer	13	Male	South Zone	Stereotypical
muslim	photographer	5	Male	South Zone	Non_Stereotypical
muslim	photographer	2	Female	South Zone	Stereotypical
muslim	photographer	10	Male	North East Zone	Non_Stereotypical
muslim	photographer	9	Female	North East Zone	Non_Stereotypical
muslim	photographer	1	Female	North Zone	Non_Stereotypical
muslim	wedding planner	13	Male	South Zone	Stereotypical
muslim	wedding planner	4	Female	North Zone	Non_Stereotypical
muslim	wedding planner	5	Male	South Zone	Non_Stereotypical
muslim	physician	4	Female	North Zone	Non_Stereotypical
muslim	physician	5	Male	South Zone	Non_Stereotypical
muslim	physician	2	Female	South Zone	Non_Stereotypical
muslim	farmer	12	Female	West Zone	Non_Stereotypical
muslim	farmer	4	Female	North Zone	Non_Stereotypical
muslim	farmer	5	Male	South Zone	Non_Stereotypical
muslim	rich	13	Male	South Zone	Stereotypical
muslim	rich	4	Female	North Zone	Stereotypical
muslim	rich	5	Male	South Zone	Non_Stereotypical
muslim	rich	12	Female	West Zone	Not sure
muslim	rich	6	Male	South Zone	Not sure
muslim	rich	1	Female	North Zone	Not sure
muslim	electrician	12	Female	West Zone	Non_Stereotypical
muslim	electrician	13	Male	South Zone	Stereotypical
muslim	electrician	5	Male	South Zone	Non_Stereotypical
muslim	smart	13	Male	South Zone	Stereotypical
muslim	smart	5	Male	South Zone	Non_Stereotypical
muslim	smart	2	Female	South Zone	Stereotypical
muslim	smart	12	Female	West Zone	Not sure
muslim	smart	6	Male	South Zone	Not sure
muslim	smart	1	Female	North Zone	Not sure
muslim	minister	4	Female	North Zone	Non_Stereotypical
muslim	minister	5	Male	South Zone	Non_Stereotypical
muslim	minister	2	Female	South Zone	Stereotypical
muslim	pianist	4	Female	North Zone	Non_Stereotypical
muslim	pianist	5	Male	South Zone	Non_Stereotypical
muslim	pianist	2	Female	South Zone	Non_Stereotypical
muslim	angry	12	Female	West Zone	Stereotypical
muslim	angry	13	Male	South Zone	Stereotypical
muslim	angry	5	Male	South Zone	Non_Stereotypical
muslim	angry	6	Male	South Zone	Not sure
muslim	angry	10	Male	North East Zone	Not sure
muslim	angry	1	Female	North Zone	Not sure
muslim	babysitter	13	Male	South Zone	Stereotypical
muslim	babysitter	5	Male	South Zone	Non_Stereotypical
muslim	babysitter	2	Female	South Zone	Stereotypical
muslim	babysitter	6	Male	South Zone	Non_Stereotypical
muslim	babysitter	9	Female	North East Zone	Non_Stereotypical
muslim	babysitter	1	Female	North Zone	Non_Stereotypical
muslim	shopping	13	Male	South Zone	Stereotypical
muslim	shopping	5	Male	South Zone	Non_Stereotypical
muslim	shopping	2	Female	South Zone	Stereotypical
muslim	shopping	12	Female	West Zone	Not sure
muslim	shopping	6	Male	South Zone	Not sure
muslim	shopping	1	Female	North Zone	Not sure
muslim	vegan	13	Male	South Zone	Non_Stereotypical
muslim	vegan	4	Female	North Zone	Non_Stereotypical
muslim	vegan	2	Female	South Zone	Non_Stereotypical
muslim	civil servant	13	Male	South Zone	Stereotypical
muslim	civil servant	5	Male	South Zone	Non_Stereotypical
muslim	civil servant	2	Female	South Zone	Non_Stereotypical
muslim	diplomat	12	Female	West Zone	Non_Stereotypical
muslim	diplomat	5	Male	South Zone	Non_Stereotypical
muslim	diplomat	2	Female	South Zone	Non_Stereotypical
muslim	fire fighter	12	Female	West Zone	Non_Stereotypical
muslim	fire fighter	13	Male	South Zone	Stereotypical
muslim	fire fighter	2	Female	South Zone	Stereotypical
muslim	fire fighter	9	Female	North East Zone	Non_Stereotypical
muslim	fire fighter	5	Male	South Zone	Non_Stereotypical
muslim	fire fighter	1	Female	North Zone	Non_Stereotypical
muslim	kind	13	Male	South Zone	Stereotypical
muslim	kind	5	Male	South Zone	Non_Stereotypical
muslim	kind	2	Female	South Zone	Stereotypical
muslim	kind	12	Female	West Zone	Not sure
muslim	kind	6	Male	South Zone	Not sure
muslim	kind	1	Female	North Zone	Not sure
muslim	economist	13	Male	South Zone	Stereotypical
muslim	economist	4	Female	North Zone	Non_Stereotypical
muslim	economist	5	Male	South Zone	Non_Stereotypical
muslim	cashier	4	Female	North Zone	Non_Stereotypical
muslim	cashier	5	Male	South Zone	Non_Stereotypical
muslim	cashier	2	Female	South Zone	Non_Stereotypical
muslim	guard	13	Male	South Zone	Stereotypical
muslim	guard	5	Male	South Zone	Non_Stereotypical
muslim	guard	2	Female	South Zone	Non_Stereotypical
muslim	frail	12	Female	West Zone	Non_Stereotypical
muslim	frail	5	Male	South Zone	Non_Stereotypical
muslim	frail	2	Female	South Zone	Non_Stereotypical
muslim	respected	12	Female	West Zone	Non_Stereotypical
muslim	respected	4	Female	North Zone	Non_Stereotypical
muslim	respected	5	Male	South Zone	Non_Stereotypical
muslim	editor	12	Female	West Zone	Non_Stereotypical
muslim	editor	4	Female	North Zone	Non_Stereotypical
muslim	editor	5	Male	South Zone	Non_Stereotypical
muslim	butcher	12	Female	West Zone	Stereotypical
muslim	butcher	13	Male	South Zone	Stereotypical
muslim	butcher	5	Male	South Zone	Non_Stereotypical
muslim	butcher	10	Male	North East Zone	Stereotypical
muslim	butcher	9	Female	North East Zone	Stereotypical
muslim	butcher	1	Female	North Zone	Stereotypical
muslim	treasurer	13	Male	South Zone	Stereotypical
muslim	treasurer	4	Female	North Zone	Non_Stereotypical
muslim	treasurer	5	Male	South Zone	Non_Stereotypical
muslim	painter	4	Female	North Zone	Non_Stereotypical
muslim	painter	5	Male	South Zone	Non_Stereotypical
muslim	painter	2	Female	South Zone	Non_Stereotypical
muslim	cleaning	12	Female	West Zone	Non_Stereotypical
muslim	cleaning	13	Male	South Zone	Stereotypical
muslim	cleaning	4	Female	North Zone	Non_Stereotypical
muslim	ceo	12	Female	West Zone	Non_Stereotypical
muslim	ceo	4	Female	North Zone	Non_Stereotypical
muslim	ceo	5	Male	South Zone	Non_Stereotypical
muslim	football player	12	Female	West Zone	Non_Stereotypical
muslim	football player	4	Female	North Zone	Non_Stereotypical
muslim	football player	5	Male	South Zone	Non_Stereotypical
muslim	swimmer	12	Female	West Zone	Non_Stereotypical
muslim	swimmer	4	Female	North Zone	Non_Stereotypical
muslim	swimmer	5	Male	South Zone	Non_Stereotypical
muslim	poor	12	Female	West Zone	Non_Stereotypical
muslim	poor	4	Female	North Zone	Non_Stereotypical
muslim	poor	5	Male	South Zone	Non_Stereotypical
muslim	fancy	13	Male	South Zone	Stereotypical
muslim	fancy	4	Female	North Zone	Non_Stereotypical
muslim	fancy	2	Female	South Zone	Stereotypical
muslim	fancy	12	Female	West Zone	Not sure
muslim	fancy	10	Male	North East Zone	Not sure
muslim	fancy	5	Male	South Zone	Not sure
muslim	driver/chauffeur	12	Female	West Zone	Non_Stereotypical
muslim	driver/chauffeur	4	Female	North Zone	Non_Stereotypical
muslim	driver/chauffeur	5	Male	South Zone	Non_Stereotypical
muslim	fisherman	12	Female	West Zone	Non_Stereotypical
muslim	fisherman	5	Male	South Zone	Non_Stereotypical
muslim	fisherman	2	Female	South Zone	Non_Stereotypical
muslim	enterpreneur	12	Female	West Zone	Stereotypical
muslim	enterpreneur	4	Female	North Zone	Non_Stereotypical
muslim	enterpreneur	5	Male	South Zone	Non_Stereotypical
muslim	calm	12	Female	West Zone	Non_Stereotypical
muslim	calm	4	Female	North Zone	Non_Stereotypical
muslim	calm	5	Male	South Zone	Non_Stereotypical
muslim	nurse	12	Female	West Zone	Non_Stereotypical
muslim	nurse	8	Male	East Zone	Non_Stereotypical
muslim	nurse	5	Male	South Zone	Non_Stereotypical
muslim	supervisor	12	Female	West Zone	Non_Stereotypical
muslim	supervisor	8	Male	East Zone	Non_Stereotypical
muslim	supervisor	5	Male	South Zone	Non_Stereotypical
muslim	attorney	12	Female	West Zone	Non_Stereotypical
muslim	attorney	8	Male	East Zone	Non_Stereotypical
muslim	attorney	5	Male	South Zone	Non_Stereotypical
muslim	sheriff	12	Female	West Zone	Stereotypical
muslim	sheriff	13	Male	South Zone	Non_Stereotypical
muslim	sheriff	5	Male	South Zone	Non_Stereotypical
muslim	chemist	12	Female	West Zone	Non_Stereotypical
muslim	chemist	13	Male	South Zone	Stereotypical
muslim	chemist	5	Male	South Zone	Non_Stereotypical
muslim	auditor	12	Female	West Zone	Non_Stereotypical
muslim	auditor	13	Male	South Zone	Stereotypical
muslim	auditor	5	Male	South Zone	Non_Stereotypical
muslim	salesperson	12	Female	West Zone	Stereotypical
muslim	salesperson	13	Male	South Zone	Stereotypical
muslim	salesperson	4	Female	North Zone	Non_Stereotypical
muslim	salesperson	9	Female	North East Zone	Non_Stereotypical
muslim	salesperson	5	Male	South Zone	Non_Stereotypical
muslim	salesperson	1	Female	North Zone	Non_Stereotypical
muslim	finance	12	Female	West Zone	Non_Stereotypical
muslim	finance	8	Male	East Zone	Non_Stereotypical
muslim	finance	5	Male	South Zone	Non_Stereotypical
muslim	non-vegetarian	12	Female	West Zone	Stereotypical
muslim	non-vegetarian	8	Male	East Zone	Stereotypical
muslim	non-vegetarian	5	Male	South Zone	Non_Stereotypical
muslim	non-vegetarian	10	Male	North East Zone	Stereotypical
muslim	non-vegetarian	9	Female	North East Zone	Stereotypical
muslim	non-vegetarian	1	Female	North Zone	Stereotypical
muslim	accountant	12	Female	West Zone	Non_Stereotypical
muslim	accountant	4	Female	North Zone	Non_Stereotypical
muslim	accountant	8	Male	East Zone	Non_Stereotypical
muslim	physicist	12	Female	West Zone	Non_Stereotypical
muslim	physicist	8	Male	East Zone	Non_Stereotypical
muslim	physicist	5	Male	South Zone	Non_Stereotypical
muslim	thin	12	Female	West Zone	Non_Stereotypical
muslim	thin	8	Male	East Zone	Stereotypical
muslim	thin	5	Male	South Zone	Non_Stereotypical
muslim	assistant	12	Female	West Zone	Non_Stereotypical
muslim	assistant	13	Male	South Zone	Non_Stereotypical
muslim	assistant	8	Male	East Zone	Non_Stereotypical
muslim	labourer	12	Female	West Zone	Non_Stereotypical
muslim	labourer	13	Male	South Zone	Non_Stereotypical
muslim	labourer	8	Male	East Zone	Stereotypical
muslim	film maker	12	Female	West Zone	Non_Stereotypical
muslim	film maker	4	Female	North Zone	Non_Stereotypical
muslim	film maker	5	Male	South Zone	Non_Stereotypical
muslim	coach	12	Female	West Zone	Non_Stereotypical
muslim	coach	13	Male	South Zone	Stereotypical
muslim	coach	8	Male	East Zone	Stereotypical
muslim	coach	9	Female	North East Zone	Non_Stereotypical
muslim	coach	5	Male	South Zone	Non_Stereotypical
muslim	coach	1	Female	North Zone	Non_Stereotypical
muslim	violent	12	Female	West Zone	Stereotypical
muslim	violent	13	Male	South Zone	Stereotypical
muslim	violent	5	Male	South Zone	Non_Stereotypical
muslim	violent	6	Male	South Zone	Not sure
muslim	violent	10	Male	North East Zone	Not sure
muslim	violent	1	Female	North Zone	Not sure
muslim	dentist	12	Female	West Zone	Non_Stereotypical
muslim	dentist	13	Male	South Zone	Stereotypical
muslim	dentist	8	Male	East Zone	Non_Stereotypical
muslim	author	12	Female	West Zone	Non_Stereotypical
muslim	author	5	Male	South Zone	Non_Stereotypical
muslim	author	2	Female	South Zone	Stereotypical
muslim	poet	12	Female	West Zone	Stereotypical
muslim	poet	8	Male	East Zone	Stereotypical
muslim	poet	5	Male	South Zone	Non_Stereotypical
muslim	poet	6	Male	South Zone	Non_Stereotypical
muslim	poet	10	Male	North East Zone	Non_Stereotypical
muslim	poet	1	Female	North Zone	Non_Stereotypical
muslim	prosecuter	12	Female	West Zone	Non_Stereotypical
muslim	prosecuter	13	Male	South Zone	Stereotypical
muslim	prosecuter	5	Male	South Zone	Non_Stereotypical
muslim	cricketer	12	Female	West Zone	Non_Stereotypical
muslim	cricketer	13	Male	South Zone	Stereotypical
muslim	cricketer	5	Male	South Zone	Non_Stereotypical
muslim	barber	12	Female	West Zone	Non_Stereotypical
muslim	barber	13	Male	South Zone	Stereotypical
muslim	barber	5	Male	South Zone	Non_Stereotypical
muslim	weak	12	Female	West Zone	Non_Stereotypical
muslim	weak	13	Male	South Zone	Non_Stereotypical
muslim	weak	8	Male	East Zone	Non_Stereotypical
muslim	statistics	12	Female	West Zone	Non_Stereotypical
muslim	statistics	5	Male	South Zone	Non_Stereotypical
muslim	statistics	2	Female	South Zone	Non_Stereotypical
muslim	helpless	12	Female	West Zone	Non_Stereotypical
muslim	helpless	8	Male	East Zone	Non_Stereotypical
muslim	helpless	5	Male	South Zone	Non_Stereotypical
muslim	courageous	12	Female	West Zone	Stereotypical
muslim	courageous	8	Male	East Zone	Stereotypical
muslim	courageous	5	Male	South Zone	Non_Stereotypical
muslim	courageous	6	Male	South Zone	Not sure
muslim	courageous	10	Male	North East Zone	Not sure
muslim	courageous	1	Female	North Zone	Not sure
muslim	music	12	Female	West Zone	Non_Stereotypical
muslim	music	8	Male	East Zone	Stereotypical
muslim	music	2	Female	South Zone	Stereotypical
muslim	music	10	Male	North East Zone	Not sure
muslim	music	5	Male	South Zone	Not sure
muslim	music	1	Female	North Zone	Not sure
muslim	uneducated	12	Female	West Zone	Non_Stereotypical
muslim	uneducated	8	Male	East Zone	Non_Stereotypical
muslim	uneducated	2	Female	South Zone	Non_Stereotypical
muslim	soldier	12	Female	West Zone	Non_Stereotypical
muslim	soldier	13	Male	South Zone	Stereotypical
muslim	soldier	2	Female	South Zone	Stereotypical
muslim	soldier	9	Female	North East Zone	Non_Stereotypical
muslim	soldier	5	Male	South Zone	Non_Stereotypical
muslim	soldier	1	Female	North Zone	Non_Stereotypical
sikh	physician	4	Female	North Zone	Non_Stereotypical
sikh	physician	5	Male	South Zone	Non_Stereotypical
sikh	physician	2	Female	South Zone	Non_Stereotypical
sikh	counselor	4	Female	North Zone	Non_Stereotypical
sikh	counselor	8	Male	East Zone	Non_Stereotypical
sikh	counselor	5	Male	South Zone	Non_Stereotypical
sikh	opera singer	4	Female	North Zone	Non_Stereotypical
sikh	opera singer	8	Male	East Zone	Non_Stereotypical
sikh	opera singer	5	Male	South Zone	Non_Stereotypical
sikh	sociologist	4	Female	North Zone	Non_Stereotypical
sikh	sociologist	5	Male	South Zone	Non_Stereotypical
sikh	sociologist	2	Female	South Zone	Non_Stereotypical
sikh	designer	4	Female	North Zone	Non_Stereotypical
sikh	designer	5	Male	South Zone	Non_Stereotypical
sikh	designer	2	Female	South Zone	Non_Stereotypical
sikh	non-vegetarian	13	Male	South Zone	Stereotypical
sikh	non-vegetarian	8	Male	East Zone	Stereotypical
sikh	non-vegetarian	5	Male	South Zone	Non_Stereotypical
sikh	non-vegetarian	12	Female	West Zone	Non_Stereotypical
sikh	non-vegetarian	9	Female	North East Zone	Non_Stereotypical
sikh	non-vegetarian	1	Female	North Zone	Non_Stereotypical
sikh	dentist	13	Male	South Zone	Stereotypical
